trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
Providence Cafe & Eatery,144.9706731,-37.79365073,212,Carlton,633373,restaurant
Sushi Hon,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Lemongrass,144.96678,-37.80305855,252,Carlton,106240,restaurant
La Notte Restaurant,144.9667231,-37.803783,252,Carlton,106247,restaurant
The Bodega,144.9510475,-37.80556768,424,West Melbourne (Residential),109710,restaurant
64 Sutton,144.937872,-37.7916558,2385,North Melbourne,616892,restaurant
Garage Cafe & Bar,144.9584099,-37.80041082,239,Carlton,101048,restaurant
Gloria Jean's Coffees,144.9662952,-37.81272047,56,Melbourne (CBD),101200,restaurant
Gami Chicken and Beer,144.9687195,-37.80913623,87,Melbourne (CBD),106059,restaurant
Epocha Restaurant,144.9685944,-37.80578725,268,Carlton,108154,restaurant
BMW Melbourne Pty Ltd,144.9629727,-37.82289124,802,Southbank,110384,restaurant
Local Birds,144.9643486,-37.81473293,45,Melbourne (CBD),105961,restaurant
Don't Tell Charles Coffee & Desserts,144.9163635,-37.79387621,559,Kensington,581061,restaurant
Lumia Bar,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Ling Nam Chinese Restaurant,144.9665408,-37.81199247,66,Melbourne (CBD),105885,restaurant
Grigons & Orr Corner Store ,144.952777,-37.80357227,356,North Melbourne,107902,restaurant
Silhouette's Cafe & Restaurant,144.955573,-37.81290439,82,Melbourne (CBD),106031,restaurant
Choix Creperie Cafe,144.9543505,-37.81867544,31,Melbourne (CBD),102109,restaurant
Famish'd,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Encore Restaurant & Bar,144.96853,-37.81098009,67,Melbourne (CBD),105679,restaurant
Carlton Cafe,144.9613973,-37.78509079,274,Carlton,107697,restaurant
Stovetop,144.9608587,-37.8037076,257,Carlton,105524,restaurant
Shanghai Street,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
Food Stories Chinese Canteen,144.9687046,-37.80869914,87,Melbourne (CBD),103614,restaurant
Maha Bar & Grill,144.9625299,-37.81819275,14,Melbourne (CBD),108115,restaurant
Bistro Gitan,144.9793098,-37.83713808,862,South Yarra,109532,restaurant
Piccolo Mondo,144.9672464,-37.80158026,247,Carlton,106231,restaurant
Goz City,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
El Coco,144.9564078,-37.81703156,42,Melbourne (CBD),105392,restaurant
Sabre Cafe,144.9063359,-37.82797655,790,Port Melbourne,589462,restaurant
Nando's ,144.9614913,-37.80985709,95,Melbourne (CBD),103307,restaurant
Restuarant Ayams Chef,144.9679591,-37.82998246,747,Southbank,627248,restaurant
Subway,144.9713561,-37.81310178,38,Melbourne (CBD),103627,restaurant
Ramen Bankara,144.9662952,-37.81272047,56,Melbourne (CBD),101200,restaurant
Lobby Lounge,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
Williams Bar Cafe,144.9595106,-37.81943285,12,Melbourne (CBD),103999,restaurant
Little Ramen Bar,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
Xtraction ,144.9558855,-37.81244731,82,Melbourne (CBD),105458,restaurant
Travistock House Cafe,144.961389,-37.81825094,13,Melbourne (CBD),103954,restaurant
Copperwood ,144.9676,-37.79962339,218,Carlton,106210,restaurant
McDonald's,144.962154,-37.82167834,802,Southbank,575820,restaurant
Sushi Land,144.9707498,-37.81492031,27,Melbourne (CBD),102067,restaurant
Kenny's Bakery Cafe,144.9624375,-37.81798973,14,Melbourne (CBD),108114,restaurant
Biryani Palace,144.9548222,-37.81349786,72,Melbourne (CBD),105375,restaurant
Sheila Baxter Training Centre Pty Ltd ,144.9609065,-37.82435995,808,Southbank,108048,restaurant
Testing Ground,144.9675653,-37.82140276,813,Southbank,110349,restaurant
One Star Coffee Lounge,144.9513664,-37.80562951,424,West Melbourne (Residential),109706,restaurant
Don Camillo Cafe Bar Restaurant,144.954241,-37.80592219,434,West Melbourne (Residential),109694,restaurant
Eat Pizza Flinders Street,144.9565185,-37.82099397,1,Melbourne (CBD),611394,restaurant
Travelodge Southbank,144.9652401,-37.82133201,801,Southbank,570811,restaurant
Focaccino,144.9490176,-37.81792089,1103,Docklands,632898,restaurant
Saigon Fusion,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
New York Minute,144.9662956,-37.7988135,206,Carlton,103694,restaurant
Doughboys Doughnuts,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Eurolane Cafe ,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Great Space Cafe,144.9726281,-37.81430616,28,Melbourne (CBD),102063,restaurant
Ho's Cafe  ,144.9597543,-37.81355361,63,Melbourne (CBD),108079,restaurant
Spice Temple,144.9586604,-37.82312164,803,Southbank,111175,restaurant
In A Rush 800,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Focaccino,144.9490176,-37.81792089,1103,Docklands,632898,restaurant
Rice Bar Not Only Rice,144.9651037,-37.80077102,245,Carlton,104450,restaurant
Cafe 60,144.9716242,-37.81361885,38,Melbourne (CBD),102164,restaurant
@T Ease,144.9666305,-37.8112684,66,Melbourne (CBD),105687,restaurant
Batman's Hill On Collins Hotel,144.95469,-37.81929312,21,Melbourne (CBD),606461,restaurant
Madam's Kitchen,144.9707325,-37.8091842,78,Melbourne (CBD),110715,restaurant
Crossbar Cafe,144.9699175,-37.81784465,6,Melbourne (CBD),578320,restaurant
Grilled 118,144.9666993,-37.80443778,252,Carlton,574431,restaurant
Causeway Inn On The Mall,144.9641605,-37.8143226,45,Melbourne (CBD),101143,restaurant
Heirloom ,144.9694638,-37.8130107,47,Melbourne (CBD),101118,restaurant
Lonsdale Coffee Delight,144.9715313,-37.80981882,68,Melbourne (CBD),105668,restaurant
Teatro,144.9682264,-37.82094188,752,Southbank,110734,restaurant
Vamos,144.9715059,-37.81083595,58,Melbourne (CBD),105829,restaurant
The Mill,144.960908,-37.81323451,64,Melbourne (CBD),104659,restaurant
Royal Melbourne Hotel,144.955228,-37.81686695,41,Melbourne (CBD),101160,restaurant
Monkey King Bar,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Pintoh,144.9686295,-37.81292544,47,Melbourne (CBD),101123,restaurant
Brother Thomas Coffee,144.9565783,-37.81124428,93,Melbourne (CBD),110140,restaurant
Simpsons Chips & Burgers,144.9679684,-37.81310923,46,Melbourne (CBD),101127,restaurant
CY Sushi & Noodle,144.9599508,-37.80794087,114,Melbourne (CBD),511518,restaurant
Itoya ,144.9532987,-37.81625435,51,Melbourne (CBD),566659,restaurant
Princess Theatre ,144.9723266,-37.81072571,58,Melbourne (CBD),108987,restaurant
Lanai Restaurant & Bar,144.9606367,-37.81581152,43,Melbourne (CBD),108068,restaurant
Cafe Shots Espresso Bar,144.9722399,-37.81514512,18,Melbourne (CBD),103919,restaurant
Strike Melbourne Central,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
KCL (Koury's Coffee Lounge) ,144.9611339,-37.81848796,13,Melbourne (CBD),106438,restaurant
Podok Rempah,144.9597917,-37.80760291,114,Melbourne (CBD),103233,restaurant
Shiraaz at CBD Fine Indian Cuisine,144.9599653,-37.81877654,13,Melbourne (CBD),110151,restaurant
SMXL,144.9563672,-37.81477885,62,Melbourne (CBD),105862,restaurant
Shanghai Dragon Dumpling House,144.9676479,-37.81246709,56,Melbourne (CBD),108538,restaurant
The Mess Hall,144.9717967,-37.81200666,48,Melbourne (CBD),101111,restaurant
Cafe Sabor,144.949581,-37.80489366,354,North Melbourne,103526,restaurant
Shuji Sushi,144.9586012,-37.81946849,12,Melbourne (CBD),103998,restaurant
George Street Cafe,144.9881843,-37.81575788,606,East Melbourne,104242,restaurant
Coffee n' all Customs House,144.9453402,-37.81453858,1102,Docklands,611576,restaurant
Gordons Cafe & Bar,144.9643486,-37.81473293,45,Melbourne (CBD),105961,restaurant
Malthouse Kitchen,144.9669591,-37.8271278,741,Southbank,110612,restaurant
Soul Soup Cafe,144.9642791,-37.80543863,265,Carlton,101581,restaurant
Locale Coffee,144.9793123,-37.84459479,760,Melbourne (Remainder),108645,restaurant
Guzman Y Gomez Swanston Street,144.9642637,-37.8112271,85,Melbourne (CBD),109303,restaurant
Kenny's Bakery Cafe ,144.9560169,-37.8134766,72,Melbourne (CBD),110708,restaurant
That Schnitzel Place,144.9695206,-37.81051104,67,Melbourne (CBD),103605,restaurant
Feast @ 520,144.9572629,-37.81780327,32,Melbourne (CBD),102116,restaurant
That's Amore Bistro,144.9628116,-37.81581721,34,Melbourne (CBD),110670,restaurant
Pensione Hotel Melbourne,144.9552421,-37.82050677,11,Melbourne (CBD),108972,restaurant
Papparich,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Delhi Streets,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Chiara,144.9511863,-37.82096812,1105,Docklands,605909,restaurant
Piccolo,144.9535531,-37.8153588,61,Melbourne (CBD),642252,restaurant
Solah,144.9799791,-37.80919457,621,East Melbourne,109655,restaurant
Markov,144.9692712,-37.79771074,216,Carlton,102714,restaurant
Peddler Tuck Shop CBD ,144.9564217,-37.81365662,72,Melbourne (CBD),105727,restaurant
Nobu Melbourne,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Ginza Teppanyaki Japanese Restaurant,144.9685359,-37.81206119,57,Melbourne (CBD),101212,restaurant
Asian Pavillion ,144.9726281,-37.81430616,28,Melbourne (CBD),102063,restaurant
Queensberry Hotel,144.9629068,-37.80475348,264,Carlton,109322,restaurant
Reynoldo's,144.9500439,-37.80411038,354,North Melbourne,103518,restaurant
Pallet Espresso,144.9543505,-37.81867544,31,Melbourne (CBD),102109,restaurant
Bacash,144.9819451,-37.83430009,861,South Yarra,102504,restaurant
Food Inc.,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Zambrero,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Fruits of Passion,144.9299933,-37.79392952,2524,Kensington,616034,restaurant
Beer De Luxe,144.9699175,-37.81784465,6,Melbourne (CBD),578321,restaurant
Eden Bar,144.9676479,-37.81246709,56,Melbourne (CBD),108538,restaurant
Fu Lu Chinese Cafe,144.9711594,-37.79532263,226,Carlton,108232,restaurant
Cecconi's Flinders Lane,144.9725123,-37.81506474,18,Melbourne (CBD),103918,restaurant
Pasta Rustica Ristorante,144.966737,-37.80366897,252,Carlton,106246,restaurant
Villanove Coffee,144.9430815,-37.80642484,413,West Melbourne (Residential),105085,restaurant
New Zealand Natural Ice Cream,144.9667834,-37.79978368,206,Carlton,106125,restaurant
Gloria Jeans,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Sambal Kampung,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Whitte Tomato,144.9684702,-37.81244856,57,Melbourne (CBD),101211,restaurant
Ezard,144.9683751,-37.81635789,16,Melbourne (CBD),103938,restaurant
Tiamo 2,144.9670792,-37.79817948,207,Carlton,106144,restaurant
KFC,144.963217,-37.80904283,95,Melbourne (CBD),109314,restaurant
Gypsy & Pig,144.9603411,-37.81187439,74,Melbourne (CBD),106017,restaurant
Deli 1884,144.9714138,-37.81033978,68,Melbourne (CBD),105901,restaurant
Bistro Du Peuple,144.9638971,-37.81719967,24,Melbourne (CBD),110765,restaurant
Tsujiri,144.9662039,-37.81417648,46,Melbourne (CBD),109413,restaurant
Borek Bakehouse,144.959753,-37.80781933,114,Melbourne (CBD),103231,restaurant
The Meat & Wine Co,144.962154,-37.82167834,802,Southbank,575820,restaurant
The Boatbuilders Yard,144.9534995,-37.82437522,804,Southbank,110537,restaurant
Kenny's Bakery Cafe,144.9599857,-37.81452036,53,Melbourne (CBD),108073,restaurant
The Drunken Poet Pty Ltd,144.955498,-37.80666721,435,West Melbourne (Residential),107481,restaurant
Bar Lourinha,144.9724927,-37.81278444,38,Melbourne (CBD),105911,restaurant
II Tempo Bar,144.9659973,-37.81752037,15,Melbourne (CBD),104011,restaurant
Melbourne Central Lion Hotel,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Campari Spritz Point,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
KFC,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
Shujinko,144.9671363,-37.81134266,66,Melbourne (CBD),659717,restaurant
Thai Chilli Cafe,144.9676444,-37.81098272,67,Melbourne (CBD),108581,restaurant
Khokolat Bar,144.9610735,-37.81359799,64,Melbourne (CBD),105869,restaurant
Ume Sushi House,144.961463,-37.81377588,54,Melbourne (CBD),105849,restaurant
El Subor,144.9496812,-37.804917,354,North Melbourne,109790,restaurant
Boost Juice Waterfront City,144.9375906,-37.81187395,1110,Docklands,608590,restaurant
Little Charley - Brady Hotels Central Melbourne,144.9626724,-37.80917165,95,Melbourne (CBD),105989,restaurant
KFC Carlton,144.9636423,-37.8006201,243,Carlton,109330,restaurant
Entrecote - Paris Steakhouse & Winebar,144.9804913,-37.83412547,862,South Yarra,102498,restaurant
Shanti Bhagwan Cafe,144.9612468,-37.79739836,270,Parkville,627740,restaurant
Swiss Club Restaurant,144.9713925,-37.81542975,17,Melbourne (CBD),103920,restaurant
Broad Bean Organic Grocer,144.9666055,-37.82241845,812,Southbank,110413,restaurant
China Style ,144.9636423,-37.8006201,243,Carlton,109330,restaurant
E Dumpling,144.9647653,-37.79899938,205,Carlton,573290,restaurant
Gami At Healeys - Chicken & Beer,144.9560169,-37.8134766,72,Melbourne (CBD),110708,restaurant
DOC Delicatessen,144.9674831,-37.79926349,218,Carlton,106205,restaurant
Kantina Kartel,144.9574732,-37.81753383,32,Melbourne (CBD),102117,restaurant
Pappa Roti Melbounre Cbd / Dotcom Internet Cafe ,144.9612081,-37.81067436,84,Melbourne (CBD),103214,restaurant
Watermark Docklands,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Cafe Port IT ,144.9253775,-37.82304058,781,Port Melbourne,110551,restaurant
Kalamaki Greek Street Food,144.9610121,-37.81288006,64,Melbourne (CBD),105706,restaurant
Tako Sushi Japanses Cafe,144.9663304,-37.81584476,25,Melbourne (CBD),102079,restaurant
Rhumba's at Southgate,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Nashi ,144.962154,-37.82167834,802,Southbank,575820,restaurant
Il Tempo 2 Pasta,144.9656264,-37.81760781,15,Melbourne (CBD),104010,restaurant
Biryani King,144.9654212,-37.80670799,266,Carlton,109852,restaurant
Fusion Hotpot,144.963253,-37.82376394,811,Southbank,110364,restaurant
Volume Cafe,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
Sensory Lab,144.9254324,-37.82169215,781,Port Melbourne,110516,restaurant
Bluestone Wine Lounge,144.9581185,-37.81853877,22,Melbourne (CBD),102103,restaurant
Ludlow Bar & Dining Room,144.9638287,-37.82082512,801,Southbank,110327,restaurant
Pho Dung Tan Dinh City,144.9676444,-37.81098272,67,Melbourne (CBD),108581,restaurant
Three Below,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
Lygon Food Store,144.966868,-37.79929755,206,Carlton,106132,restaurant
The French Brasserie,144.9717262,-37.81546152,17,Melbourne (CBD),103592,restaurant
Hardimans Hotel,144.9283553,-37.79442113,525,Kensington,106329,restaurant
Chapter House Coffee,144.9676946,-37.81676378,16,Melbourne (CBD),110761,restaurant
Little Billy,144.9570408,-37.8146364,62,Melbourne (CBD),110099,restaurant
La Belle Miette,144.9617562,-37.81416355,54,Melbourne (CBD),101187,restaurant
Humbaba,144.9695681,-37.83002436,748,Southbank,110435,restaurant
Platform 270,144.9653484,-37.81769553,15,Melbourne (CBD),104009,restaurant
Caffe Torre,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Red Rooster Westgate,144.9171939,-37.82984854,787,Port Melbourne,640573,restaurant
Aromatic Cafe,144.9735223,-37.80899046,644,East Melbourne,106917,restaurant
The Commune ,144.9757456,-37.81162322,651,East Melbourne,107430,restaurant
Grilla House,144.9660241,-37.80415049,254,Carlton,106086,restaurant
Il Tempo 2 Pasta,144.9656264,-37.81760781,15,Melbourne (CBD),104010,restaurant
Townhall Hotel North Melbourne,144.9489068,-37.80414139,345,North Melbourne,103402,restaurant
Vapiano,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
The Backyard Cafe,144.966039,-37.80164531,246,Carlton,517170,restaurant
Nant 1821,144.9631276,-37.81292437,65,Melbourne (CBD),105875,restaurant
Discovery Cafe,144.9591538,-37.80895967,104,Melbourne (CBD),104085,restaurant
The Lounge,144.9647365,-37.81230108,65,Melbourne (CBD),109292,restaurant
Supper Inn Chinese Restaurant,144.9661302,-37.81188094,66,Melbourne (CBD),101783,restaurant
Tank Fish And Chippery ,144.9661127,-37.80369873,254,Carlton,106095,restaurant
Saha Thai Cafe,144.9324915,-37.79496478,513,Kensington,597960,restaurant
Players On Lygon,144.9670522,-37.80245924,247,Carlton,106238,restaurant
Druids Cafe,144.9631797,-37.80895593,95,Melbourne (CBD),109315,restaurant
White Rabbit Record Bar,144.9299348,-37.7936563,2524,Kensington,616043,restaurant
Flora Indian Restaurant,144.9663532,-37.81733219,15,Melbourne (CBD),104013,restaurant
Dip In Cafe,144.9618186,-37.81514598,44,Melbourne (CBD),106374,restaurant
Cafe Innov-8,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Sake Restaurant & Bar,144.9682264,-37.82094188,752,Southbank,110734,restaurant
Bambini Barrista,144.957088,-37.81686865,42,Melbourne (CBD),105950,restaurant
Port Diner,144.934267,-37.808954,1006,West Melbourne (Industrial),642756,restaurant
Collins Quarter ,144.9705847,-37.81393777,37,Melbourne (CBD),102158,restaurant
Lygon Dolce Vita,144.9672092,-37.80180395,247,Carlton,106235,restaurant
Australian Ballet Society,144.9673119,-37.82201714,813,Southbank,110411,restaurant
Starbucks,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Rakuzen Simple Japanese ,144.9651037,-37.80077102,245,Carlton,104450,restaurant
Stand Up Cafe,144.9567545,-37.82027594,11,Melbourne (CBD),103990,restaurant
Snack A Rama,144.9405366,-37.82003433,1108,Docklands,577356,restaurant
Kokoro Ramen,144.9678627,-37.81093607,67,Melbourne (CBD),105683,restaurant
Piccolo Mondo,144.9672464,-37.80158026,247,Carlton,106231,restaurant
Spices Indonesian Kitchen,144.9672365,-37.81156167,66,Melbourne (CBD),108550,restaurant
Rye Cafe,144.9155212,-37.78257294,571,Kensington,602256,restaurant
90 Secondi,144.9493733,-37.81733574,1103,Docklands,573401,restaurant
Carribbean Grilled Fish by China Chilli,144.9663534,-37.81133175,66,Melbourne (CBD),105690,restaurant
Story Coffee & Food Store,144.9493733,-37.81733574,1103,Docklands,573401,restaurant
Limerick Castle Hotel & Restaurant,144.9496139,-37.80114341,347,North Melbourne,110920,restaurant
Ignition Cafe,144.920481,-37.82477016,786,Port Melbourne,110591,restaurant
Michelino's Trattoria,144.9671858,-37.80324285,252,Carlton,107540,restaurant
Manchester Press,144.9621262,-37.81387847,54,Melbourne (CBD),108145,restaurant
The General Assembly,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Degani @ East Melbourne,144.9787048,-37.80963919,621,East Melbourne,100353,restaurant
Xpresso Code,144.9501914,-37.79382016,931,Parkville,103908,restaurant
The Overdraft Cafe,144.9624418,-37.81728432,24,Melbourne (CBD),102092,restaurant
Centro Espresso,144.9682264,-37.82094188,752,Southbank,108653,restaurant
Il Cantuccio Restaurant,144.9666464,-37.80043187,206,Carlton,106114,restaurant
Kinship & Co,144.956774,-37.81695942,42,Melbourne (CBD),105949,restaurant
Circolo,144.9593368,-37.82786328,732,Southbank,110468,restaurant
NL House,144.9656841,-37.80080712,246,Carlton,559024,restaurant
El Subor,144.9496812,-37.804917,354,North Melbourne,109790,restaurant
The Grey Smith,144.9859889,-37.81609349,607,East Melbourne,109998,restaurant
Caffe Esc,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
The Wharf Bakehouse,144.9095599,-37.82673488,790,Port Melbourne,626609,restaurant
Nizams Indian Restaurant,144.9487135,-37.80474738,345,North Melbourne,570824,restaurant
Sofi's Lounge,144.9726281,-37.81430616,28,Melbourne (CBD),102061,restaurant
Five Points,144.956774,-37.81695942,42,Melbourne (CBD),105949,restaurant
Jaisalmer Palace Indian Restaurant ,144.9701703,-37.81194604,57,Melbourne (CBD),101220,restaurant
Maria Trattoria,144.9564599,-37.80519937,360,North Melbourne,107531,restaurant
Royal Melbourne Hotel,144.955228,-37.81686695,41,Melbourne (CBD),101160,restaurant
Coffee 7,144.9613937,-37.81379622,54,Melbourne (CBD),105850,restaurant
Rice Paper Scissors Asian Kitchen,144.9713242,-37.81131159,58,Melbourne (CBD),105656,restaurant
Sally's Kitchen,144.9688284,-37.80893166,87,Melbourne (CBD),103610,restaurant
Subway,144.9694844,-37.81044353,67,Melbourne (CBD),110654,restaurant
Piccolocino,144.956774,-37.81695942,42,Melbourne (CBD),105949,restaurant
Cafe 34,144.9624375,-37.81798973,14,Melbourne (CBD),108114,restaurant
La Tortilleria,144.9353022,-37.79142203,2539,Kensington,614669,restaurant
Sea Saltfish & Sushi Bar,144.9676347,-37.79832944,217,Carlton,106196,restaurant
Tadka Boom,144.9573923,-37.81531863,52,Melbourne (CBD),111283,restaurant
vacant,144.9165074,-37.80087211,502,West Melbourne (Industrial),105226,restaurant
Larder Section,144.9612043,-37.8138513,54,Melbourne (CBD),105851,restaurant
Pork Belly House Melbourne,144.9620907,-37.80728963,115,Melbourne (CBD),604778,restaurant
Theobroma Chocolate Lounge,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
La Romana Pizza Al Taglio,144.9599073,-37.81386746,63,Melbourne (CBD),108076,restaurant
Curry Point,144.9617562,-37.81416355,54,Melbourne (CBD),101187,restaurant
Her Majesty's Theatre,144.9695458,-37.81093839,67,Melbourne (CBD),103602,restaurant
Desi Dhaba,144.9704304,-37.81629562,17,Melbourne (CBD),104023,restaurant
B Club Cafe,144.9406594,-37.8149263,1109,Docklands,573327,restaurant
We Cafe,144.9626101,-37.80894099,95,Melbourne (CBD),500323,restaurant
The Longing Flavour,144.965164,-37.79780844,204,Carlton,109359,restaurant
Subway,144.9552322,-37.81602499,51,Melbourne (CBD),105301,restaurant
Mid Square Coffee,144.964422,-37.80282169,255,Carlton,107541,restaurant
Cafe Corretto,144.966741,-37.80004558,206,Carlton,106120,restaurant
Global Kitchen Caffe,144.9684259,-37.80864972,87,Melbourne (CBD),105439,restaurant
